code,name,nature
SZ002414,高德红外,波段
SZ002739,万达电影,波段
SZ002387,维信诺,波段
SH600879,航天电子,波段
SH600095,湘财股份,波段
SZ000503,国新健康,波段
SZ000821,京山轻机,波段
SZ002506,协鑫集成,波段
SZ300007,汉威科技,波段
SZ002249,大洋电机,波段
SZ301219,腾远钴业,波段
SZ002065,东华软件,波段
SH603267,XD鸿远电,波段
SZ000069,华侨城Ａ,波段
SH601137,博威合金,波段
SH603833,欧派家居,波段
SZ002056,横店东磁,波段
SZ300748,金力永磁,波段
SZ002987,京北方,波段
SZ000537,中绿电,波段
SZ300088,长信科技,波段
SZ301510,固高科技,波段
SZ002212,天融信,波段
SH600072,中船科技,波段
SZ000762,西藏矿业,波段
SZ000738,航发控制,波段
SH688016,心脉医疗,波段
SZ002617,露笑科技,波段
SZ000958,电投产融,波段
SZ002498,汉缆股份,波段
SH600480,凌云股份,波段
SZ300253,卫宁健康,波段
SZ002271,东方雨虹,波段
SH600210,紫江企业,波段
SH603766,隆鑫通用,波段
SZ300134,大富科技,波段
SH603567,珍宝岛,波段
SZ300339,润和软件,波段
SZ300709,精研科技,波段
SH600166,福田汽车,波段
SH600959,江苏有线,波段
SH603033,三维股份,波段
SH600330,天通股份,波段
SZ002456,欧菲光,波段
SZ300168,万达信息,波段
SH600446,金证股份,波段
SH603273,天元智能,波段
SH603888,新华网,波段
SH600761,安徽合力,波段
SZ002555,三七互娱,波段
SZ002151,北斗星通,波段
SH600118,中国卫星,波段
SH603920,世运电路,波段
SH603000,人民网,波段
SH603712,七一二,波段
SZ002195,岩山科技,波段
SZ000156,华数传媒,波段
SH603125,常青科技,波段
SH603530,神马电力,波段
SH601162,天风证券,波段
SZ002396,星网锐捷,波段
SH600869,远东股份,波段
SH601222,林洋能源,波段
SH600208,衢州发展,波段
SH600728,佳都科技,波段
SZ000629,钒钛股份,波段
SH605123,派克新材,波段
SZ300037,新宙邦,波段
SZ300606,金太阳,波段
SZ000558,天府文旅,波段
SZ002152,广电运通,波段
SH600827,百联股份,波段
SH600562,国睿科技,波段
SZ300687,赛意信息,波段
SZ300430,诚益通,波段
SH600037,歌华有线,波段
SZ000988,华工科技,波段
SZ000799,酒鬼酒,波段
SZ300678,中科信息,波段
SH600006,东风股份,波段
SH603939,益丰药房,波段
SH688005,容百科技,波段
SH600797,浙大网新,波段
SH600335,国机汽车,波段
SZ002812,恩捷股份,波段
SZ002268,电科网安,波段
SZ002487,大金重工,波段
SH600707,彩虹股份,波段
SH600619,海立股份,波段
SZ301486,致尚科技,波段
SH603927,中科软,波段
SH688366,昊海生科,波段
SH603901,永创智能,波段
SZ300442,润泽科技,波段
SZ002364,中恒电气,波段
SZ000901,航天科技,波段
SZ000887,中鼎股份,波段
SZ001308,康冠科技,波段
SZ301031,中熔电气,波段
SZ002024,ST易购,波段
SZ002531,天顺风能,波段
SH600602,云赛智联,波段
SZ002897,意华股份,波段
SZ300459,汤姆猫,波段
SZ002389,航天彩虹,波段
SZ000661,长春高新,波段
SH603737,三棵树,波段
SZ300166,东方国信,波段
SZ002738,中矿资源,波段
SZ300724,捷佳伟创,波段
SZ300474,景嘉微,波段
SZ002261,拓维信息,波段
SZ000564,供销大集,波段
SH603663,三祥新材,波段
SZ002747,埃斯顿,波段
SZ002544,普天科技,波段
SZ300568,星源材质,波段
SH600363,联创光电,波段
SH603108,润达医疗,波段
SH603809,豪能股份,波段
SH600986,浙文互联,波段
SZ000860,顺鑫农业,波段
SH603883,老百姓,波段
SZ300378,鼎捷数智,波段
SZ300620,光库科技,波段
SH603341,龙旗科技,波段
SZ301236,软通动力,波段
SZ300222,科大智能,波段
SH603308,应流股份,波段
SZ300413,芒果超媒,波段
SH600176,中国巨石,波段
SZ000021,深科技,波段
SZ000536,华映科技,波段
SZ300102,乾照光电,波段
SZ002603,以岭药业,波段
SH600750,江中药业,波段
SZ002602,世纪华通,波段
SZ002466,天齐锂业,波段
SH600606,绿地控股,波段
SZ300047,天源迪科,波段
SZ300161,华中数控,波段
SZ002706,良信股份,波段
SZ002153,石基信息,波段
SZ300315,掌趣科技,波段
SZ000969,安泰科技,波段
SH601921,浙版传媒,波段
SH688518,联赢激光,波段
SH603881,数据港,波段
SZ000158,常山北明,波段
SZ002048,宁波华翔,波段
SH688063,派能科技,波段
SZ002442,龙星科技,波段
SZ003031,中瓷电子,波段
SZ300747,锐科激光,波段
SZ000423,东阿阿胶,波段
SZ300570,太辰光,波段
SZ002580,圣阳股份,波段
SZ301205,联特科技,波段
SZ300170,汉得信息,波段
SZ002379,宏创控股,波段
SZ301101,明月镜片,波段
SZ002240,盛新锂能,波段
SZ300035,中科电气,波段
SZ002881,美格智能,波段
SZ000034,神州数码,波段
SZ300379,*ST东通,波段
SH600675,中华企业,波段
SH603918,金桥信息,波段
SH600329,达仁堂,波段
SH600271,航天信息,波段
SH600916,中国黄金,波段
SH603698,航天工程,波段
SZ002895,川恒股份,波段
SH600657,信达地产,波段
SZ300735,光弘科技,波段
SZ300827,上能电气,波段
SH600633,浙数文化,波段
SH603056,德邦股份,波段
SZ000547,航天发展,波段
SZ002131,利欧股份,波段
SZ300058,蓝色光标,波段
SZ002044,美年健康,波段
SZ301338,凯格精机,波段
SH603416,信捷电气,波段
SH601665,齐鲁银行,波段
SZ002063,远光软件,波段
SH601126,四方股份,波段
SZ001358,兴欣新材,波段
SH688599,天合光能,波段
SH603588,高能环境,波段
SZ301238,瑞泰新材,波段
SZ300766,每日互动,波段
SZ002896,中大力德,波段
SZ000839,国安股份,波段
SH600882,妙可蓝多,波段
SZ300503,昊志机电,波段
SZ301289,国缆检测,波段
SZ002777,久远银海,波段
SZ300229,拓尔思,波段
SH603659,璞泰来,波段
SZ300919,中伟股份,波段
SZ300075,数字政通,波段
SZ301500,飞南资源,波段
SZ000810,创维数字,波段
SH600754,锦江酒店,波段
SZ300017,网宿科技,波段
SH603218,日月股份,波段
SZ300953,震裕科技,波段
SZ300113,顺网科技,波段
SH603636,南威软件,波段
SZ000681,视觉中国,波段
SH600410,华胜天成,波段
SZ300409,道氏技术,波段
SZ301071,力量钻石,波段
SZ002239,奥特佳,波段
SZ000917,电广传媒,波段
SZ002245,蔚蓝锂芯,波段
SZ002737,葵花药业,波段
SH603185,弘元绿能,波段
SH603496,恒为科技,波段
SH600281,华阳新材,波段
SZ002985,北摩高科,波段
SZ000032,深桑达Ａ,波段
SZ002527,新时达,波段
SZ002681,奋达科技,波段
SH603306,华懋科技,波段
SH603662,柯力传感,波段
SH601155,新城控股,波段
SH600435,北方导航,波段
SZ300846,首都在线,波段
SH601208,东材科技,波段
SZ002709,天赐材料,波段
SZ300870,欧陆通,波段
SH688503,聚和材料,波段
SH603083,剑桥科技,波段
SZ300053,航宇微,波段
SH688700,东威科技,波段
SZ002183,怡亚通,波段
SZ002190,成飞集成,波段
SZ300212,易华录,波段
SH600198,大唐电信,波段
SZ300904,威力传动,波段
SZ300773,拉卡拉,波段
SH600596,新安股份,波段
SZ300958,建工修复,波段
SZ000712,锦龙股份,波段
SZ300073,当升科技,波段
SZ002335,科华数据,波段
SZ300131,英唐智控,波段
SZ300377,赢时胜,波段
SZ002436,兴森科技,波段
SZ001696,宗申动力,波段
SH603233,大参林,波段
SZ002405,四维图新,波段
SZ300769,德方纳米,波段
SZ300913,兆龙互连,波段
SZ002611,东方精工,波段
SZ301396,宏景科技,波段
SH603220,中贝通信,波段
SZ002204,大连重工,波段
SZ300100,双林股份,波段
SZ002428,云南锗业,波段
SZ300118,东方日升,波段
SZ002236,大华股份,波段
SZ002607,中公教育,波段
SZ001270,*ST铖昌,波段
SZ002046,国机精工,波段
SH688392,骄成超声,波段
SZ002568,百润股份,波段
SZ300034,钢研高纳,波段
SZ300182,捷成股份,波段
SZ300450,先导智能,波段
SZ002929,润建股份,波段
SH688390,固德威,波段
SH600640,国脉文化,波段
SH603611,诺力股份,波段
SH600996,贵广网络,波段
SZ300085,银之杰,波段
SZ300416,苏试试验,波段
SH900947,振华B股,波段
SZ300682,朗新集团,波段
SH600537,亿晶光电,波段
SZ301252,同星科技,波段
SH688629,华丰科技,波段
SZ002101,广东鸿图,波段
SH603197,保隆科技,波段
SZ002232,启明信息,波段
SH600536,中国软件,波段
SZ003021,兆威机电,波段
SZ301312,智立方,波段
SZ002518,科士达,波段
SZ002488,金固股份,波段
SZ300418,昆仑万维,波段
SZ300351,永贵电器,波段
SH688676,金盘科技,波段
SH603613,国联股份,波段
SZ002176,江特电机,波段
SZ002354,天娱数科,波段
SZ002180,纳思达,波段
SZ002583,海能达,波段
SZ301078,孩子王,波段
SZ002292,奥飞娱乐,波段
SZ000035,中国天楹,波段
SZ300657,弘信电子,波段
SZ002410,广联达,波段
SZ002992,宝明科技,波段
SZ000811,冰轮环境,波段
SZ301291,明阳电气,波段
SZ002446,盛路通信,波段
SH600572,康恩贝,波段
SH603132,金徽股份,波段
SH603666,亿嘉和,波段
SH603118,共进股份,波段
SH603699,纽威股份,波段
SZ300224,正海磁材,波段
SZ300180,华峰超纤,波段
SH600100,同方股份,波段
SZ300144,宋城演艺,波段
SH600563,法拉电子,波段
SZ002123,梦网科技,波段
SZ300364,中文在线,波段
SZ300432,富临精工,波段
SZ002122,ST汇洲,波段
SH600383,金地集团,波段
SH600481,双良节能,波段
SZ000922,佳电股份,波段
SZ000581,威孚高科,波段
SZ002192,融捷股份,波段
SH603305,旭升集团,波段
SZ000997,新大陆,波段
SZ301015,百洋医药,波段
SH600079,人福医药,波段
SZ300045,华力创通,波段
SZ002085,万丰奥威,波段
SH600129,太极集团,波段
SH688567,孚能科技,波段
SZ300451,创业慧康,波段
SZ300762,上海瀚讯,波段
SZ300438,鹏辉能源,波段
SH600186,莲花控股,波段
SZ300133,华策影视,波段
SZ002643,万润股份,波段
SZ000801,四川九洲,波段
SZ002182,宝武镁业,波段
SZ300624,万兴科技,波段
SZ002080,中材科技,波段
SH600185,珠免集团,波段
SH601933,永辉超市,波段
SZ300990,同飞股份,波段
SZ300188,国投智能,波段
SZ002015,协鑫能科,波段
SZ301123,奕东电子,波段
SH603868,飞科电器,波段
SH603516,淳中科技,波段
SZ000628,高新发展,波段
SZ301183,东田微,波段
SZ002254,泰和新材,波段
SZ300693,盛弘股份,波段
SH603650,彤程新材,波段
SZ000062,深圳华强,波段
SZ002434,万里扬,波段
SH600159,大龙地产,波段
SZ300738,奥飞数据,波段
SZ300083,创世纪,波段
SH601020,华钰矿业,波段
SZ300068,南都电源,波段
SZ000766,通化金马,波段
SH603678,火炬电子,波段
SZ002023,海特高新,波段
SZ301069,凯盛新材,波段
SZ300825,阿尔特,波段
SZ002129,TCL中环,波段
SZ002373,千方科技,波段
SZ000837,秦川机床,波段
SZ300763,锦浪科技,波段
SH600171,上海贝岭,波段
SZ300316,晶盛机电,波段
SH603063,禾望电气,波段
SH600577,精达股份,波段
SH603688,石英股份,波段
SH600734,实达集团,波段
SZ002708,光洋股份,波段
SZ000065,北方国际,波段
SZ002779,中坚科技,波段
SZ300619,金银河,波段
SH600732,爱旭股份,波段
SZ300475,香农芯创,波段
SZ301357,北方长龙,波段
SH600316,洪都航空,波段
SH600580,卧龙电驱,波段
SZ002459,晶澳科技,波段
SZ300184,力源信息,波段
SH600114,东睦股份,波段
SH600320,振华重工,波段
SZ300382,斯莱克,波段
SZ002276,万马股份,波段
SZ300290,荣科科技,波段
SH600131,国网信通,波段
SZ300177,中海达,波段
SZ301091,深城交,波段
SZ300417,南华仪器,波段
SZ301548,崇德科技,波段
SZ301606,绿联科技,波段
SH603667,五洲新春,波段
SZ002865,钧达股份,波段
SH601992,金隅集团,波段
SZ301413,安培龙,波段
SZ002320,海峡股份,波段
SZ300284,苏交科,波段
SZ301538,骏鼎达,波段
SZ300455,航天智装,波段
SZ300342,天银机电,波段
SZ301580,爱迪特,波段
SZ002609,捷顺科技,波段
SZ300278,华昌达,波段
SZ002967,广电计量,波段
SZ301246,宏源药业,波段
SH603915,国茂股份,波段
SZ301176,逸豪新材,波段
SZ002946,新乳业,波段
SZ300580,贝斯特,波段
SZ000099,中信海直,波段
SZ300046,台基股份,波段
SZ300655,晶瑞电材,波段
SZ300900,广联航空,波段
SZ002654,万润科技,波段
SH603931,格林达,波段
SZ300236,上海新阳,波段
SH600589,大位科技,波段
SZ002837,英维克,波段
SH688685,迈信林,波段
SH603298,杭叉集团,波段
SZ300496,中科创达,波段
SH600895,张江高科,波段
SZ300398,飞凯材料,波段
SZ300576,容大感光,波段
SZ300346,南大光电,波段
SH603310,巍华新材,波段
SH688449,联芸科技,波段
SZ301585,蓝宇股份,波段
SZ301458,钧崴电子,波段
SH688583,思看科技,波段
SZ301601,惠通科技,波段
SZ301629,矽电股份,波段
